Name,Booth,Category,Website,Address
Lambda-X Verhaert High Tech,M35,Manufacturing | Optics | Subsystem / Systems Supplier,http://www.lambda-x.com,"Avenue Robert Schuman 102, Nivelles, Belgium, 1400."
LAMBDA-X Verhaert High-Tech,M35,Engineering Consultancy | Design / Engineering Services | Optics,http://www.lambda-x.com,"Avenue Robert Schuman 102, NIVELLES, Belgium, B-1400."
Latitude,D42,Launch Services,http://www.latitude.eu,"23 Rue Rosa Luxemburg, Reims, France, 51100."
Launch42,B54,Engineering Consultancy | Design / Engineering Services | Launch Services,http://www.launch42.nl,"Rotterdamseweg 386, B2, Delft, Netherlands, 2629 HG."
Leaf Space,C50,Satellite Operations / Development | Subsystem / Systems Supplier | Communications & Ground Systems,https://leaf.space/,"Via G. Leopardi 7, Milano, ITALY, Italy, 20123."
Leanspace,H20,Engineering Consultancy | Software Supplier / Developer | Communications & Ground Systems,http://leanspace.io,"4 Rue de la Haye, Strasbourg, Grand Est, France, 67000."
Lee Hydraulische Miniaturkomponenten GmbH,E30,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,https://www.lee.de/,"Am Limespark 2, Sulzbach, Hessen, Germany, 65843."
Leifeld Metal Spinning GmbH,Q34,Design / Engineering Services | Manufacturing | Security / Government,http://www.leifeldms.com,"Feldstraße 2-20, Ahlen, NRW, Germany, 59229."
Leo SPACE Inc.,Y35,Optics,http://www.leospace.kr,"#501/#504 Research Building 3, Yuseong-daero 1689 bean-gil 70, Daejeon, South Korea, 34047."
Leonardo S.p.A,X33,Electronics Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.leonardo.com/en,"Via dell’Industria, 4, Pomezia, Roma, Italy, 00071."
LEOspace GmbH,J20,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,https://www.leospace.de/,"Walter-Wittenstein-Straße 1, Igersheim, Baden-Württemberg, Germany, 97999."
LEUKA GmbH,Z07,Components – Mechanical / Other,http://www.leuka.de,"Kristinusstraße 22, Weiler-Simmerberg, Germany, 88171."
Leybold GmbH,ZZ09,Engineering Consultancy | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.leybold.com,"Bonner Str. 498, Köln, Nordrhein-Westfahlen, Germany, 50968."
LGM,S27,Engineering Consultancy | Design / Engineering Services | Electronics Manufacturing,https://www.lgm.group/,"ZI de Marville, Marville, Meuse, France, 55600."
"Lidax Ingeniería, SL",L28,Optics | Subsystem / Systems Supplier | Test & Measurement,http://www.lidax.com/en/,"C/ Antonio Alonso Martín, 1, Paracuellos del Jarama (Madrid), Spain, Spain, 28860."
Liftero,N30,Satellite Operations / Development | Subsystem / Systems Supplier,http://www.liftero.com,"Skotnicka 252A/4B, Krakow, Poland, 30399."
LISI AEROSPACE Additive Manufacturing,F36,Manufacturing,http://www.lisi-aerospace.com,"2 Route Robert Algayon, Ayguemorte-les-Graves, France, 33640."
Lithuania Space,K11,Research | Academia | Security / Government,https://inovacijuagentura.lt/,"J.Balčikonio str. 3, Vilnius, Lithuania, LT-08247."
Lithuanian Energy Institute,K11,Research,http://www.lei.lt,"Breslaujos st. 3, Kaunas, Kauno, Lithuania, 44403."
LMO Sarl,J45,Subsystem / Systems Supplier,https://www.lmo.space/,"9, avenue des Hauts-Fourneaux, Esch-sur-Alzette, Luxembourg, L-4362."
LOCAT3D,Z15,Software Supplier / Developer | Components – Mechanical / Other | Manufacturing,https://locat3d.no/,"Halvor Heyerdahls vei 31, Mo i Rana, Norway, 8626."
Look Up Space,E35,Software Supplier / Developer | Satellite Operations / Development | Subsystem / Systems Supplier,https://www.lookupspace.com/,"18 rue des Cosmonautes, RAMONVILLE-SAINT-AGNE, FRANCE, France, 31400."
LTU Space Campus- IRF Space Lab,B18,Research | Academia | Test & Measurement,https://www.ltu.se/      https://www.irf.se/en/,"Centre of ExcellenceDivision of Space TechnologyDepartment of Computer Science, Electrical and Space EngineeringBengt Hultqvistsväg 1, Kiruna, Sweden, 98192."
Lucideon,Z01,Research | Components – Mechanical / Other | Test & Measurement,http://www.lucideon.com,"Brooms Road, Stone, Staffordshire, United Kingdom, ST15 0SH."
"Lucix, a HEICO Company",310,Components – Electronic / Electrical | Electronics Manufacturing | Subsystem / Systems Supplier,http://www.lucix.com,"3883 Via Pescador, Camarillo, CA, United States, 93012."
LUMIBIRD,R10,Materials Supplier | Optics | Subsystem / Systems Supplier,http://www.lumibird.com,"2 rue Paul Sabatier, Lannion, France, 22300."
Lunar Outpost EU,J45,Design / Engineering Services | Facilities Engineering | Subsystem / Systems Supplier,https://www.lunaroutpost.com/,"20 Rue du Commerce, Foetz, Luxembourg, 3895."
Luxembourg Space Agency,J45,Media / Association | Prime Contractor | Security / Government,http://www.space-agency.public.lu,"19-21 bd Royal, Luxembourg, Luxembourg, 2449."
LUXUAV,J45,Electronics Manufacturing | Manufacturing | Security / Government,http://www.luxuav.com,"2A rue Nicolas Bové, Luxembourg, Luxembourg, 1253."
m+p international Mess- und Rechnertechnik GmbH,K51,Test & Measurement,http://www.mpihome.com,"Thurnithistraße 2, Hannover, Germany, 30519."
MACCON GmbH & Co. KG,J53,Design / Engineering Services | Components – Electronic / Electrical | Electronics Manufacturing,https://www.maccon.de,"Achauer Str. 21, München, Germany, 81549."
MACOM Technology Solutions Inc,230,Design / Engineering Services | Components – Electronic / Electrical | Electronics Manufacturing,http://www.macom.com,"100 Chelmsford Street, Lowell, MA, United States, 01851."
MADDE Inc,X07,Research | Facilities Engineering | Lab Materials / Chemicals,http://www.madde.co.kr,"2F, 89 Yeonmujang-gil, Seongdong-gu, Seoul, South Korea, 04783."
MAGICS TECHNOLOGIES,R28,Design / Engineering Services | Components – Electronic / Electrical | Subsystem / Systems Supplier,https://www.magics.tech/,"Cipalstraat 3, Geel, Belgium, 2440."
Malnus,R36,Components – Electronic / Electrical | Subsystem / Systems Supplier | Communications & Ground Systems,http://malnus.cz,"Stavbaru, Prague, Czech Republic, 147 00."
MAP SPACE COATINGS,E09,Materials Supplier | Lab Materials / Chemicals | Manufacturing,http://www.map-coatings.com,"ZI de Bonzom 1 rue Paul Maes, MAZERES, France, 09270."
Marks & Clerk,Y36,Research,http://www.marks-clerk.com,"176 St Vincent Street, Glasgow, United Kingdom, G2 5SG."
MARPHIL INTERNATIONAL,U29,Materials Supplier,http://www.marphil.eu/en/home/,"36 Rue de Richelieu, PARIS, France, 75001."
Marshal's Office of Lower Silesia,Y30,Prime Contractor,https://umwd.dolnyslask.pl/,"Wybrzeże Juliusza Słowackiego 12-14, Wroclaw, Poland, 50-413."
Materiales GmbH,ZZZ05,Materials Supplier | Research | Test & Measurement,http://www.materiales.de,"Offakamp 9f, Hamburg, Germany, 22529."
Matesy GmbH,W05,Engineering Consultancy | Materials Supplier | Test & Measurement,https://matesy.de,"Loebstedter Str. 101-103, Jena, Thuringia, Germany, 07749."
maxon international ltd.,P38,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.maxongroup.com,"Brünigstrasse 220, Sachseln, Switzerland, 6072."
MAZAROM IMPEX SRL,R29,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://www.card-sat.com,"Musetesti Street, Nr. 20-22, Sector 1, Bucharest, Romania, 014366."
MB Elettronica,M46,Design / Engineering Services | Electronics Manufacturing | Subsystem / Systems Supplier,http://www.mbelettronica.com,"Z.Ind.le Vallone C.S. Ossaia, 35-35/P, Cortona, AREZZO, Italy, 52044."
MBRYONICS,Y13,Optics | Communications & Ground Systems,https://mbryonics.com/,"Galway Business Park, Dangan, Galway, Ireland, H91RWF1."
MBS- Media Broadcast Satellite GmbH,U61,Satellite Operations / Development | Communications & Ground Systems | Security / Government,http://www.mb-satellite.com,"Erdfunkstelle 1, Usingen, Germany, 61250."
MBS- Media Broadcast Satellite GmbH,T50,Satellite Operations / Development | Communications & Ground Systems | Security / Government,http://www.mb-satellite.com,"Erdfunkstelle 1, Usingen, Germany, 61250."
MEC3D,P18,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,https://mec-3d.com/en/,"Via Donizetti 6, Cusano Milano (MI), MI, Italy, 20095."
MECANO ID,C41,Design / Engineering Services | Components – Mechanical / Other | Subsystem / Systems Supplier,https://www.mecano-id.fr,"9 rue Paul Charrier, Toulouse, France, 31100."
Media Lario,Q11,Optics,http://www.medialario.com,"Via Pascolo 10, Bosisio Parini, Italy, 23842."
memetis GmbH,E41,Design / Engineering Services | Components – Mechanical / Other | Lab Materials / Chemicals,https://www.memetis.com/de/,"Gablonzer Straße 27, Karlsruhe, BW, Germany, 76185."
MERSEN BOOSTEC,F22,Components – Mechanical / Other | Manufacturing | Optics,https://www.mersen.com/en/products/boostecr-silicon-carbide-sic/space-and-astronomy,"ZAE Ceram’Innov Pyrénées, Bazet, France, F-65 460."
Metallized Carbon Corporation,T56,Design / Engineering Services | Materials Supplier | Manufacturing,http://metcar.com,"19 South Water Street, Ossining, NY, United States, 10562."
Mews Partners,Q14,Engineering Consultancy,http://www.mews-partners.com,"Mühldorfstraße 8, Munich, Germany, 81671."
Microcertec/Cerafast,D09,Components – Electronic / Electrical | Components – Mechanical / Other | Manufacturing,http://www.microcertec.com,"8 Lot. industriel Bazet O, Bazet, France, 65460."
Microchip Technology,R16,Software Supplier / Developer | Components – Electronic / Electrical | Electronics Manufacturing,http://www.microchip.com,"Microchip House 720 Wharfedale Road Winnersh Triangle, Wokingham, United Kingdom, RG41 5TP."
MICROCHIP TECHNOLOGY INC.,V21,Components – Electronic / Electrical | Electronics Manufacturing | Manufacturing,http://www.microchip.com,"2355 West Chandler Boulevard, Chandler, AZ, United States, 85224."
MicroDrive Space Ltd.,L51,Components – Electronic / Electrical | Components – Mechanical / Other,http://www.micdrive.com,"Room 401, Building 1, RISUN, No. 6 Si He Zhuang Road, Fengtai, Beijing, China, China, 100071."
MICROLAN AEROSPACE SL,L28,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,http://www.microlanaerospace.com,"c/ Bideberri N2º Polígono Areta, Uharte, navarra, Spain, 31620."
MICRON,V21,Components – Electronic / Electrical | Electronics Manufacturing | Manufacturing,http://www.micron.com,"8000 S. Federal Way, Boise, ID, United States, 83716."
Micross Components,C40,Components – Electronic / Electrical | Electronics Manufacturing | Test & Measurement,http://www.micross.com,"225 Broadhollow RoadSuite 305, Melville, NY, United States, 11747."
Microtec,E09,Design / Engineering Services | Components – Electronic / Electrical | Electronics Manufacturing,http://www.microtec-electronics.fr,"2 Rue Hermes, Ramonville, France, 31520."
Microwave Vision Group (MVG),Q31,Satellite Operations / Development | Test & Measurement | Security / Government,http://www.mvg-world.com,"13 RUE DU ZEPHIR, VILLEJUST, France, 75005."
"MID Co., Ltd.",Y35,Engineering Consultancy | Components – Electronic / Electrical | Test & Measurement,http://www.mid-space.com/,"#121 Migun Techno World 2, 187, Techno2-ro, Daejeon, South Korea, 34025."
MIL-KABEL-SYSTEMS GmbH,J26,Interconnect / Cable & Wire | Manufacturing | Security / Government,http://www.mil-kabel-systems.com,"Am Nesselbach 25, Aalen, Germany, D-73434."
Milexia Group,U56,Components – Electronic / Electrical | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.milexia.com,"Espace Technologique de Saint-Aubin, Bâtiment Mercury II, Saint -Aubin, France, 91190."
Millpond Optics,323,Manufacturing | Optics,http://www.millpondoptics.com,"Hoermarken 2, Farum, Denmark, DK-3520."
MJOLNIR Spaceworks,421,Launch Services | Manufacturing | Subsystem / Systems Supplier,http://www.mjolnir-sw.com,"201 Noblesse SAPPOROKita10-jonishi Kita-ku, Sapporo-shi, Hokkaido, Japan, 001-0010."
mmt gmbh I Meffert Microwave Technology,W12,Components – Electronic / Electrical | Test & Measurement | Communications & Ground Systems,http://www.meffert-mt.de,"Im Kohlgarten 14, Steinefrenz, Germany, 56414."
Mockel SA,T15,Components – Mechanical / Other | Manufacturing,http://www.mockel-precision.be,"Rue du Développement 9, Baelen, ZI Eupen-Baelen, Belgium, 4837."
Moog,L20,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.moog.com/space,"500 Jamison Road, East Aurora, NY, United States, 14059."
Moore Nanotechnology Systems LLC,ZZ26,Manufacturing | Optics,http://www.nanotechsys.com,"230 Old Homestead Hwy, Swanzey, NH, United States, 03446."
Mott Corporation,V14,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,http://www.mottcorp.com,"84 Spring Ln, Farmington, CT, United States, 06032."
MPP,M35,Manufacturing | Test & Measurement,http://www.mpp.be,"Parc Industriel des Hauts-Sarts - 1ère Avenue, 66, Herstal, Belgium, 4040."
MPS Roding GmbH,T64,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,https://www.mps-muehlbauer.com/,"Josef-Mühlbauer-Platz 1, Roding, Germany, 93426."
MSA Components GmbH,F11,Engineering Consultancy | Components – Electronic / Electrical | Interconnect / Cable & Wire,http://www.msa-components.com,"Am Glockenberg 13, Attendorn, Germany, D-57439."
Municom Vertriebs GmbH,W12,Design / Engineering Services | Components – Electronic / Electrical | Test & Measurement,http://www.municom.de,"Fuchsgrube 4, Traunstein, Germany, 83278."
MWSE,L28,Components – Electronic / Electrical | Interconnect / Cable & Wire | Communications & Ground Systems,https://www.mwse.tech/,"General Cortijo, 23, Local, Vilafrana del Penedès, Spain, 08720."
N7 SPACE Sp. z o.o.,N30,Software Supplier / Developer | Subsystem / Systems Supplier | Test & Measurement,https://n7space.com,"ul. Puławska 145, Warsaw, Poland, 02-715."
Nabertherm GmbH,ZZ40,Manufacturing,http://www.nabertherm.com,"Bahnhofstr. 20, Lilienthal, Germany, D-28865."
Nammo Space,W43,Design / Engineering Services | Manufacturing | Subsystem / Systems Supplier,http://www.nammo.com,"Building 6040 Westcott Venture Park, Westcott, United Kingdom, HP18 0XB."
Nanores Lab,Y30,Research | Components – Mechanical / Other | Test & Measurement,https://nanores.science/,"Bierutowska 57-59, Wroclaw, Poland, 51-317."
Nanovac AB,G21,Design / Engineering Services | Manufacturing | Test & Measurement,https://nanovac.se/,"Företagsvägen 3, Staffanstorp, Sweden, 24534."
NanoXplore,L47,Software Supplier / Developer | Components – Electronic / Electrical,http://nanoxplore.org,"1 Avenue de la Cristallerie, Sèvres, France, 92310."
National Composites Centre,A05,Design / Engineering Services | Materials Supplier | Manufacturing,https://www.nccuk.com/,"Bristol and Bath Science ParkFeynman Way, Bristol, United Kingdom, BS16 7FS."
National Space Centre,X03,Launch Services | Satellite Operations / Development | Communications & Ground Systems,http://www.nationalspacecentre.eu,"Elfordstown Earthstation, Midleton, Co Cork, Ireland, P25 P526."
Nautilus - Navigation in Space S.r.l.,Z16,Design / Engineering Services | Software Supplier / Developer | Subsystem / Systems Supplier,http://www.spacenautilus.com,"Viale Giuseppe Fanin, 48, Bologna, Italy, 40127."
NDK Europe Limited,ZZ27,Components – Electronic / Electrical | Lab Materials / Chemicals | Optics,http://www.ndk.com,"The Smith, 145 London Road, Kingston upon Thames, United Kingdom, KT2 6SR."
Neumann Space,E33,Manufacturing | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.neumannspace.com,"47 King William Street, Kent Town, SA, Australia, 5067."
Neuraspace,S38,Launch Services | Satellite Operations / Development | Security / Government,http://www.neuraspace.com,"Rua Pedro Nunes, PN Incubadora. Ed C, Coimbra, Portugal, 3030-199."
NEUROSPACE GmbH,T55,Design / Engineering Services | Academia | Electronics Manufacturing,http://www.neuro-space.de,"Keithstraße 26, Berlin, Berlin, Germany, 10787."
NEW IMAGING TECHNOLOGIES (NIT),U29,Components – Electronic / Electrical | Electronics Manufacturing | Manufacturing,https://new-imaging-technologies.com/,"1 IMPASSE DE LA NOISETTE, VERRIERES LE BUISSON, France, 91370."
NEWSPACE FACTORY,C41,Media / Association | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.aerospace-valley.com,"3 RueTarfaya, TOULOUSE, France, 31405 CEDEX 4."
NewSpace Systems,K10,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.newspacesystems.com,"12 Cyclonite Road, Somerset West, Western Cape, South Africa, 7130."
"Nextage, LLC",223,Design / Engineering Services | Components – Electronic / Electrical | Satellite Operations / Development,http://www.nextage-llc.com,"9841 Broken Land Parkway, Columbia, MD, United States, 21046."
Nimesis Technology,D19,Design / Engineering Services | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.nimesis.com,"4, rue des Artisans, Frontigny, Mécleuves, France, F-57245."
NL Space,L41,Launch Services | Satellite Operations / Development | Subsystem / Systems Supplier,https://exhibitions.nlspace.nl,"Jonckerweg 17, Noordwijk, Zuid Holland, Netherlands, 2201 DZ Noordwijk."
NL Space Campus,L41,Research | Academia | Security / Government,https://www.nlspacecampus.eu/,"Kapteynstraat 1, Noordwijk, Zuid Holland, Netherlands, 2201BB."
NLR - Royal Netherlands Aerospace Centre,L41,Research | Test & Measurement | Security / Government,http://www.nlr.org,"ANTHONY FOKKERWEG 2, AMSTERDAM, Netherlands, 1059CM."
Nordes Sp. z o.o.,Y30,Design / Engineering Services | Electronics Manufacturing | Manufacturing,https://www.nordesems.com/en/,"Ziemniaczana 15, Wrocław, Poland, 52-127."
"Norsk Elektro Optikk, HySpex",309,Research | Optics | Subsystem / Systems Supplier,http://www.hyspex.com,"Østensjøveien 34, Oslo, Norway, 0667."
Norwegian Pavilion,Z15,Software Supplier / Developer | Satellite Operations / Development | Subsystem / Systems Supplier,https://www.norwegianspacecluster.no/,"Margrethe Jørgensens vei 13, Harstad, Norway, 9406."
NOVAC,Z25,Design / Engineering Services | Components – Electronic / Electrical | Satellite Operations / Development,https://novacsupercap.com/en/pouch-cell-supercapacitor/,"Strada Nazionale Canaletto Sud 303, Modena, Italy, 41122."
"NovaWurks, Inc.",D20,Design / Engineering Services | Manufacturing | Satellite Operations / Development,http://www.novawurks.com,"10751 Noel St, Los Alamitos, CA, United States, 90720."
Novian PRO,K11,Research | Software Supplier / Developer | Subsystem / Systems Supplier,https://invltechnology.lt/,"Gynėju str. 14, Vilnius, Lithuania, LT-01109."
"Novo Space, Co.",S46,Design / Engineering Services | Components – Electronic / Electrical | Subsystem / Systems Supplier,http://www.novo.space,"2100 N Alafaya Trail, Suite 600, Orlando, FL, United States, 32826."
NovoViz,G47,Design / Engineering Services | Research | Optics,http://www.novoviz.com,"Rue Pierre à Mazel 39, Neuchâtel, Switzerland, 2000."
NPC SPACEMIND,D53,Design / Engineering Services | Satellite Operations / Development | Subsystem / Systems Supplier,https://www.npcspacemind.com,"Via Errico Malatesta 29, Imola, BO, Italy, 40026."
NTLab,221,Design / Engineering Services | Software Supplier / Developer | Subsystem / Systems Supplier,http://www.ntlab.lt,"88 Zalgirio, Vilnius, Lithuania, LT-09303."
O.C.E. Technology Ltd.,M34,Software Supplier / Developer | Components – Electronic / Electrical | Subsystem / Systems Supplier,http://www.ocetechnology.com,"NovaUCD, Belfield Innovation Park, Dublin, Dublin, Ireland, D04V2P1."
OCCAM Space S.L.,L28,Manufacturing | Communications & Ground Systems,https://occamspace.com/,"Avenida Gregorio Peces Barba, 1,, Leganés, Spain, 28919."
OCCITANIE Region,E09,Design / Engineering Services | Electronics Manufacturing | Manufacturing,https://www.invest-in-occitanie.com,"22, boulevard du maréchal Juin, Toulouse Cedex 9, France, 31406."
OCCITANIE Region,D09,Design / Engineering Services | Electronics Manufacturing | Manufacturing,https://www.invest-in-occitanie.com,"22, boulevard du maréchal Juin, Toulouse Cedex 9, France, 31406."
Odysseus Space,J45,Optics | Subsystem / Systems Supplier | Communications & Ground Systems,http://odysseus.space,"8, Boulevard des Lumières, Belvaux, Luxembourg, 4369."
Officina Stellare Spa,J44,Manufacturing | Optics | Communications & Ground Systems,http://www.officinastellare.com,"Via Della Tecnica, 87/89, Sarcedo (VI), Italy, 36030."
OHARA GmbH,Z18,Materials Supplier | Manufacturing | Optics,http://www.ohara-gmbh.com,"Im Langgewann 4, Hofheim, Germany, 65719."
OHB Czechspace,R36,Design / Engineering Services | Subsystem / Systems Supplier | Test & Measurement,https://www.ohb-czech.cz/,"Purkynova 648/125, Brno, Czech Republic, 61200."
OHB SE,J27,Manufacturing | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.ohb-system.de,"Manfred-Fuchs-Platz 2-4, Bremen, Germany, 28359."
OhmSpace s.r.l.,E46,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,http://www.ohm.space,"Via Boncompagni, 93, Rome, Lazio, Italy, 00187."
OKAPI:Orbits,B26,Engineering Consultancy | Software Supplier / Developer | Security / Government,http://www.okapiorbits.space,"Rebenring 33, Braunschweig, Germany, 38106."
Oledcomm,C41,Components – Mechanical / Other | Interconnect / Cable & Wire | Communications & Ground Systems,http://www.oledcomm.net,"10-12 Av. de l'Europe, Vélizy-Villacoublay, France, 78140."
Olsen Actuators & Drives,W06,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.olsenactuators.com,"Olsen Actuators & Drives, 3 Priory Court, Wellfield, Preston Brook, Daresbury, Cheshire, United Kingdom, WA7 3AZ."
OMNETICS CONNECTOR CORPORATION,F11,Components – Electronic / Electrical | Electronics Manufacturing | Interconnect / Cable & Wire,https://www.omnetics.com/,"8840 Evergreen Blvd, Minneapolis, MN, United States, 55433."
Omnidea Group,C09,Design / Engineering Services | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.omnidea.net,"Polypark - Núcleo Empresarial da Arruda dos Vinhos, Bloco A, Piso 0, Escritório 1 - Estrada Quinta de Matos, 4, Arruda dos Vinhos, Portugal, 2630-179."
"OpenC3, Inc.",ZZZ12,Software Supplier / Developer | Satellite Operations / Development | Communications & Ground Systems,http://openc3.com,"1442 Westin Dr, Erie, CO, United States, 80516."
Optec S.p.A.,G37,Design / Engineering Services | Optics | Subsystem / Systems Supplier,http://www.optec.eu,"Via Mantegna, 34 - Parabiago, Milan, Italy, I-20015."
"Optical Support, Inc.",324,Design / Engineering Services | Optics | Subsystem / Systems Supplier,https://www.opticalsupportinc.com,"1661 S Research Loop, Tucson, AZ, United States, 85710."
Optomet GmbH,Y02,Research | Test & Measurement,https://www.optomet.com/de/,"Uhlandstraße 9, Darmstadt, Germany, 64297."
Optonor AS,611,Test & Measurement,http://www.optonor.com,"Ingvald Ystgaards vei 3A, Trondheim, Norway, 7047."
OptoSigma Germany GmbH,211,Design / Engineering Services | Components – Mechanical / Other | Optics,https://www.optosigma.com/eu_en/,"Fürstenrieder Str. 279a, Munich, Bavaria, Germany, 81377."
Orbex,E50,Launch Services,http://www.orbex.space,"6 Innovation Way, Forres Enterprise Park, Forres, United Kingdom, IV36 2AB."
ORBIT FOR LIFE,G47,Research | Academia | Manufacturing,http://www.orbit-for-life.com,"Etzelstrasse 23, Pfaeffikon SZ, Schwyz, Switzerland, 8808."
Orbital Matter,N30,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,http://www.orbital-matter.com,"Slominskiego 7/555, Warszawa, Poland, 00-195."
Orbital Research Ltd.,M43,Design / Engineering Services | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.orbitalresearch.net,"8501 Commerce Court, Burnaby, BC, Canada, V5A 4N3."
ORiS S.r.l.,ZZ28,Optics | Satellite Operations / Development | Security / Government,http://www.oris-space.com,"Corso Castelfidardo 30/A, Turin, Italy, Italy, 10129."
OSMIUM,Z25,Engineering Consultancy | Design / Engineering Services | Software Supplier / Developer,https://osmium.solutions,"Corso Castelfidardo 30/A, Torino, Italy, 10129."
OSMOS X,S17,Design / Engineering Services | Components – Mechanical / Other | Satellite Operations / Development,https://www.osmos-x.com/,"19E rue Edouard Branly, Bruz, Brittany, France, 35170."
Oxford Space Systems,A37,Manufacturing | Subsystem / Systems Supplier,http://www.oxford.space,"1 Zephyr Building, Eighth Street, Harwell, Oxfordshire, United Kingdom, OX11 0RL."
Pacific Microchip Corp,W40,Design / Engineering Services | Components – Electronic / Electrical | Communications & Ground Systems,http://www.pacificmicrochip.com,"5601 W Slauson Ave 235, Culver City, CA, United States, 90230-4650."
Pale Blue,C36,Research | Components – Electronic / Electrical | Components – Mechanical / Other,http://www.pale-blue.co.jp,"MITSUI LINK-Lab KASHIWANOHA 1 Room 101, 6-6-2 Kashiwanoha, Kashiwa, Chiba, Japan, 277-0882."
PANAMinSPACE,ZZZ08,Components – Mechanical / Other | Manufacturing | Satellite Operations / Development,http://www.panaminspace.com,"256 Durham Road, Ottsville, PA, United States, 18942."
Pangea Propulsion,E09,Subsystem / Systems Supplier,https://pangeaaerospace.com/,"3 Rue Tarfaya, Toulouse, France, 31400."
Pasan SA,G47,Test & Measurement,http://www.pasan.ch,"Rue Jaquet droz 8, Neuchatel, Switzerland, 2000."
PASQ,D32,Design / Engineering Services | Test & Measurement,https://www.pasq-space.com/,"Sigtunagatan 6A, lgh 1302, Stockholm, Sweden, 113 22."
Pasquali Microwave Systems,S53,Components – Electronic / Electrical | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.pasquali-microwavesystems.com,"Via Del Palazzo Dei Diavoli, 124/B, Florence, Italy, 50142."
Payton Group,220,Design / Engineering Services | Components – Electronic / Electrical | Manufacturing,http://www.paytongroup.com,"1805 S.Powerline Road, Suite 109, Deerfield Beach, FL, United States, 33442."
PCB Design Ltd.,E32,Design / Engineering Services | Subsystem / Systems Supplier,http://www.pcbdesign.hu,"Infopark sétány 3. B.ép. 6.em, Budapest, Hungary, 1117."
Peak Technology GmbH,B42,Components – Mechanical / Other | Manufacturing | Subsystem / Systems Supplier,https://www.peaktechnology.at/,"Technologiepark Straße 6, Holzhausen, Austria, 4615."
Pecchioli Research srl,S51,Design / Engineering Services | Optics | Subsystem / Systems Supplier,http://www.pecchioliresearch.com,"Via di Parga 6, Pontassieve, Italy, 50065."
Peter Huber Kältemaschinenbau SE,K56,Research | Subsystem / Systems Supplier | Test & Measurement,http://www.huber-online.com,"Werner-von-Siemens-Straße 1, Offenburg, Baden-Württemberg, Germany, 77656."
Phoenix Surowce Sp. z o.o.,N30,Materials Supplier | Components – Mechanical / Other | Lab Materials / Chemicals,http://www.phoenix-aerogel.pl/en,"ul. Kasztanowa 18, Michałowice-Wieś, Mazowieckie, Poland, 05-816."
Phonemic sp. z o.o.,N30,Engineering Consultancy | Design / Engineering Services,http://www.phonemic.pl,"Frezerow 3, Lublin, Poland, 20-209."
"PHOSTEC, s.r.o.",432,Lab Materials / Chemicals | Manufacturing | Optics,http://www.phostec.eu,"Priemyselná 962, Hliník nad Hronom, Slovakia, 966 01."
Phytron GmbH,M44,Materials Supplier | Components – Electronic / Electrical | Subsystem / Systems Supplier,http://www.phytron.eu,"August-Rasch-Straße 11, Maisach, Germany, 82216."
PIAP Space Sp. z o.o.,N30,Design / Engineering Services | Manufacturing | Subsystem / Systems Supplier,http://www.piap.space,"Aleje Jerozolimskie 202, Warsaw, Poland, 02-486."
Picosats SRL,P10,Design / Engineering Services | Subsystem / Systems Supplier | Communications & Ground Systems,https://picosats.eu,"Padriciano 99, Trieste, Italy, 34149."
PIEMONTE - ITALY,Z25,Manufacturing | Subsystem / Systems Supplier,http://www.centroestero.org,"CEIPIEMONTE s.c.p.a. - Polo Uffici Lingotto,Via Nizza 262,Int. 56, Torino, Italy, 10126."
Pilot Photonics,Y13,Optics | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.pilotphotonics.com,"DCU Alpha, Claremont Avenue, Glasnevin, Dublin, Ireland, D11P22X."
"PJSC ""Scientific and Production Enterprise ""Saturn""",Q26,Components – Electronic / Electrical | Electronics Manufacturing | Communications & Ground Systems,http://www.jssaturn.com,"2-B Lesya Kurbasa avenue, Kyiv, Ukraine, 03148."
